run_id,scenario_id,site,decision_type,variant,workflow,exp1_seed,world_model_file,world_model_sha256,operator_id,operator_assignment_ready,input_status,run_status,output_geometry,output_parameter_table,output_need_disposition,output_constraint_checklist,output_process_log,rhino_export_record,outcome_A_green,outcome_E_equity,outcome_C_comfort,outcome_P_ret,outcome_I_impl,failure_or_exclusion_code
EXP1-LON-RR-S-EXISTING,LON-RR-S,London,RR,S,EXISTING,120402,world_model/vector/lon_world_model.gpkg,a6a2403d23e56b3f3c3c558666e9ed34886c583bfb17504949536f76e1a8f5e1,NOT_APPLICABLE,yes,FROZEN_WORLD_MODEL,READY_EXISTING_EVALUATION,,,,,,,,,,,,
EXP1-LON-RR-S-CONVENTIONAL,LON-RR-S,London,RR,S,CONVENTIONAL,120402,world_model/vector/lon_world_model.gpkg,a6a2403d23e56b3f3c3c558666e9ed34886c583bfb17504949536f76e1a8f5e1,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-LON-RR-S-DIGITAL,LON-RR-S,London,RR,S,DIGITAL,120402,world_model/vector/lon_world_model.gpkg,a6a2403d23e56b3f3c3c558666e9ed34886c583bfb17504949536f76e1a8f5e1,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-LON-RR-S-POLIS,LON-RR-S,London,RR,S,POLIS,120402,world_model/vector/lon_world_model.gpkg,a6a2403d23e56b3f3c3c558666e9ed34886c583bfb17504949536f76e1a8f5e1,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-LON-EA-B-EXISTING,LON-EA-B,London,EA,B,EXISTING,120501,world_model/vector/lon_world_model.gpkg,a6a2403d23e56b3f3c3c558666e9ed34886c583bfb17504949536f76e1a8f5e1,NOT_APPLICABLE,yes,FROZEN_WORLD_MODEL,READY_EXISTING_EVALUATION,,,,,,,,,,,,
EXP1-LON-EA-B-CONVENTIONAL,LON-EA-B,London,EA,B,CONVENTIONAL,120501,world_model/vector/lon_world_model.gpkg,a6a2403d23e56b3f3c3c558666e9ed34886c583bfb17504949536f76e1a8f5e1,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-LON-EA-B-DIGITAL,LON-EA-B,London,EA,B,DIGITAL,120501,world_model/vector/lon_world_model.gpkg,a6a2403d23e56b3f3c3c558666e9ed34886c583bfb17504949536f76e1a8f5e1,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-LON-EA-B-POLIS,LON-EA-B,London,EA,B,POLIS,120501,world_model/vector/lon_world_model.gpkg,a6a2403d23e56b3f3c3c558666e9ed34886c583bfb17504949536f76e1a8f5e1,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-LON-EA-S-EXISTING,LON-EA-S,London,EA,S,EXISTING,120502,world_model/vector/lon_world_model.gpkg,a6a2403d23e56b3f3c3c558666e9ed34886c583bfb17504949536f76e1a8f5e1,NOT_APPLICABLE,yes,FROZEN_WORLD_MODEL,READY_EXISTING_EVALUATION,,,,,,,,,,,,
EXP1-LON-EA-S-CONVENTIONAL,LON-EA-S,London,EA,S,CONVENTIONAL,120502,world_model/vector/lon_world_model.gpkg,a6a2403d23e56b3f3c3c558666e9ed34886c583bfb17504949536f76e1a8f5e1,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-LON-EA-S-DIGITAL,LON-EA-S,London,EA,S,DIGITAL,120502,world_model/vector/lon_world_model.gpkg,a6a2403d23e56b3f3c3c558666e9ed34886c583bfb17504949536f76e1a8f5e1,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-LON-EA-S-POLIS,LON-EA-S,London,EA,S,POLIS,120502,world_model/vector/lon_world_model.gpkg,a6a2403d23e56b3f3c3c558666e9ed34886c583bfb17504949536f76e1a8f5e1,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-LON-IP-B-EXISTING,LON-IP-B,London,IP,B,EXISTING,120601,world_model/vector/lon_world_model.gpkg,a6a2403d23e56b3f3c3c558666e9ed34886c583bfb17504949536f76e1a8f5e1,NOT_APPLICABLE,yes,FROZEN_WORLD_MODEL,READY_EXISTING_EVALUATION,,,,,,,,,,,,
EXP1-LON-IP-B-CONVENTIONAL,LON-IP-B,London,IP,B,CONVENTIONAL,120601,world_model/vector/lon_world_model.gpkg,a6a2403d23e56b3f3c3c558666e9ed34886c583bfb17504949536f76e1a8f5e1,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-LON-IP-B-DIGITAL,LON-IP-B,London,IP,B,DIGITAL,120601,world_model/vector/lon_world_model.gpkg,a6a2403d23e56b3f3c3c558666e9ed34886c583bfb17504949536f76e1a8f5e1,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-LON-IP-B-POLIS,LON-IP-B,London,IP,B,POLIS,120601,world_model/vector/lon_world_model.gpkg,a6a2403d23e56b3f3c3c558666e9ed34886c583bfb17504949536f76e1a8f5e1,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-LON-IP-S-EXISTING,LON-IP-S,London,IP,S,EXISTING,120602,world_model/vector/lon_world_model.gpkg,a6a2403d23e56b3f3c3c558666e9ed34886c583bfb17504949536f76e1a8f5e1,NOT_APPLICABLE,yes,FROZEN_WORLD_MODEL,READY_EXISTING_EVALUATION,,,,,,,,,,,,
EXP1-LON-IP-S-CONVENTIONAL,LON-IP-S,London,IP,S,CONVENTIONAL,120602,world_model/vector/lon_world_model.gpkg,a6a2403d23e56b3f3c3c558666e9ed34886c583bfb17504949536f76e1a8f5e1,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-LON-IP-S-DIGITAL,LON-IP-S,London,IP,S,DIGITAL,120602,world_model/vector/lon_world_model.gpkg,a6a2403d23e56b3f3c3c558666e9ed34886c583bfb17504949536f76e1a8f5e1,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-LON-IP-S-POLIS,LON-IP-S,London,IP,S,POLIS,120602,world_model/vector/lon_world_model.gpkg,a6a2403d23e56b3f3c3c558666e9ed34886c583bfb17504949536f76e1a8f5e1,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-CHI-GE-B-EXISTING,CHI-GE-B,Chicago,GE,B,EXISTING,130101,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,NOT_APPLICABLE,yes,FROZEN_WORLD_MODEL,READY_EXISTING_EVALUATION,,,,,,,,,,,,
EXP1-CHI-GE-B-CONVENTIONAL,CHI-GE-B,Chicago,GE,B,CONVENTIONAL,130101,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-CHI-GE-B-DIGITAL,CHI-GE-B,Chicago,GE,B,DIGITAL,130101,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-CHI-GE-B-POLIS,CHI-GE-B,Chicago,GE,B,POLIS,130101,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-CHI-GE-S-EXISTING,CHI-GE-S,Chicago,GE,S,EXISTING,130102,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,NOT_APPLICABLE,yes,FROZEN_WORLD_MODEL,READY_EXISTING_EVALUATION,,,,,,,,,,,,
EXP1-CHI-GE-S-CONVENTIONAL,CHI-GE-S,Chicago,GE,S,CONVENTIONAL,130102,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-CHI-GE-S-DIGITAL,CHI-GE-S,Chicago,GE,S,DIGITAL,130102,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-CHI-GE-S-POLIS,CHI-GE-S,Chicago,GE,S,POLIS,130102,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-CHI-AR-B-EXISTING,CHI-AR-B,Chicago,AR,B,EXISTING,130201,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,NOT_APPLICABLE,yes,FROZEN_WORLD_MODEL,READY_EXISTING_EVALUATION,,,,,,,,,,,,
EXP1-CHI-AR-B-CONVENTIONAL,CHI-AR-B,Chicago,AR,B,CONVENTIONAL,130201,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-CHI-AR-B-DIGITAL,CHI-AR-B,Chicago,AR,B,DIGITAL,130201,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-CHI-AR-B-POLIS,CHI-AR-B,Chicago,AR,B,POLIS,130201,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-CHI-AR-S-EXISTING,CHI-AR-S,Chicago,AR,S,EXISTING,130202,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,NOT_APPLICABLE,yes,FROZEN_WORLD_MODEL,READY_EXISTING_EVALUATION,,,,,,,,,,,,
EXP1-CHI-AR-S-CONVENTIONAL,CHI-AR-S,Chicago,AR,S,CONVENTIONAL,130202,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-CHI-AR-S-DIGITAL,CHI-AR-S,Chicago,AR,S,DIGITAL,130202,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-CHI-AR-S-POLIS,CHI-AR-S,Chicago,AR,S,POLIS,130202,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-CHI-CU-B-EXISTING,CHI-CU-B,Chicago,CU,B,EXISTING,130301,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,NOT_APPLICABLE,yes,FROZEN_WORLD_MODEL,READY_EXISTING_EVALUATION,,,,,,,,,,,,
EXP1-CHI-CU-B-CONVENTIONAL,CHI-CU-B,Chicago,CU,B,CONVENTIONAL,130301,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-CHI-CU-B-DIGITAL,CHI-CU-B,Chicago,CU,B,DIGITAL,130301,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-CHI-CU-B-POLIS,CHI-CU-B,Chicago,CU,B,POLIS,130301,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-CHI-CU-S-EXISTING,CHI-CU-S,Chicago,CU,S,EXISTING,130302,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,NOT_APPLICABLE,yes,FROZEN_WORLD_MODEL,READY_EXISTING_EVALUATION,,,,,,,,,,,,
EXP1-CHI-CU-S-CONVENTIONAL,CHI-CU-S,Chicago,CU,S,CONVENTIONAL,130302,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-CHI-CU-S-DIGITAL,CHI-CU-S,Chicago,CU,S,DIGITAL,130302,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-CHI-CU-S-POLIS,CHI-CU-S,Chicago,CU,S,POLIS,130302,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-CHI-RR-B-EXISTING,CHI-RR-B,Chicago,RR,B,EXISTING,130401,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,NOT_APPLICABLE,yes,FROZEN_WORLD_MODEL,READY_EXISTING_EVALUATION,,,,,,,,,,,,
EXP1-CHI-RR-B-CONVENTIONAL,CHI-RR-B,Chicago,RR,B,CONVENTIONAL,130401,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-CHI-RR-B-DIGITAL,CHI-RR-B,Chicago,RR,B,DIGITAL,130401,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-CHI-RR-B-POLIS,CHI-RR-B,Chicago,RR,B,POLIS,130401,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-CHI-RR-S-EXISTING,CHI-RR-S,Chicago,RR,S,EXISTING,130402,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,NOT_APPLICABLE,yes,FROZEN_WORLD_MODEL,READY_EXISTING_EVALUATION,,,,,,,,,,,,
EXP1-CHI-RR-S-CONVENTIONAL,CHI-RR-S,Chicago,RR,S,CONVENTIONAL,130402,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-CHI-RR-S-DIGITAL,CHI-RR-S,Chicago,RR,S,DIGITAL,130402,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-CHI-RR-S-POLIS,CHI-RR-S,Chicago,RR,S,POLIS,130402,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-CHI-EA-B-EXISTING,CHI-EA-B,Chicago,EA,B,EXISTING,130501,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,NOT_APPLICABLE,yes,FROZEN_WORLD_MODEL,READY_EXISTING_EVALUATION,,,,,,,,,,,,
EXP1-CHI-EA-B-CONVENTIONAL,CHI-EA-B,Chicago,EA,B,CONVENTIONAL,130501,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-CHI-EA-B-DIGITAL,CHI-EA-B,Chicago,EA,B,DIGITAL,130501,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-CHI-EA-B-POLIS,CHI-EA-B,Chicago,EA,B,POLIS,130501,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-CHI-EA-S-EXISTING,CHI-EA-S,Chicago,EA,S,EXISTING,130502,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,NOT_APPLICABLE,yes,FROZEN_WORLD_MODEL,READY_EXISTING_EVALUATION,,,,,,,,,,,,
EXP1-CHI-EA-S-CONVENTIONAL,CHI-EA-S,Chicago,EA,S,CONVENTIONAL,130502,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-CHI-EA-S-DIGITAL,CHI-EA-S,Chicago,EA,S,DIGITAL,130502,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-CHI-EA-S-POLIS,CHI-EA-S,Chicago,EA,S,POLIS,130502,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-CHI-IP-B-EXISTING,CHI-IP-B,Chicago,IP,B,EXISTING,130601,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,NOT_APPLICABLE,yes,FROZEN_WORLD_MODEL,READY_EXISTING_EVALUATION,,,,,,,,,,,,
EXP1-CHI-IP-B-CONVENTIONAL,CHI-IP-B,Chicago,IP,B,CONVENTIONAL,130601,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-CHI-IP-B-DIGITAL,CHI-IP-B,Chicago,IP,B,DIGITAL,130601,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-CHI-IP-B-POLIS,CHI-IP-B,Chicago,IP,B,POLIS,130601,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-CHI-IP-S-EXISTING,CHI-IP-S,Chicago,IP,S,EXISTING,130602,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,NOT_APPLICABLE,yes,FROZEN_WORLD_MODEL,READY_EXISTING_EVALUATION,,,,,,,,,,,,
EXP1-CHI-IP-S-CONVENTIONAL,CHI-IP-S,Chicago,IP,S,CONVENTIONAL,130602,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-CHI-IP-S-DIGITAL,CHI-IP-S,Chicago,IP,S,DIGITAL,130602,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
EXP1-CHI-IP-S-POLIS,CHI-IP-S,Chicago,IP,S,POLIS,130602,world_model/vector/chi_world_model.gpkg,db749508971fada3a7dafdf0b3966144a36eca45ceaefd71e6cd92668f44af82,,no,FROZEN_WORLD_MODEL,BLOCKED_OPERATOR_ASSIGNMENT,,,,,,,,,,,,
